0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.025108812143216364,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.08006823997725432,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.1623936484328874,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.2640930863279476,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.6192515474289673,0.38074845257103274,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.6192515474289673,0.5033310732486125,0.4966689267513875,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.6192515474289673,0.5033310732486125,0.3801097963736577,0.6198902036263423,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.6192515474289673,0.5033310732486125,0.3801097963736577,0.22985061569082044,0.7701493843091796,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.9748911878567836,0.9199317600227457,0.8376063515671126,0.7359069136720524,0.6192515474289673,0.5033310732486125,0.3801097963736577,0.22985061569082044,0.07993263489424685,0.9200673651057532,0.0
