seconds,data
0.0,0.4192499999999999
0.036,0.4174999999999998
0.078,0.44375
0.113,0.41025
0.159,0.4125000000000001
0.215,0.4112500000000001
0.238,0.41475
0.279,0.41175
0.331,0.3699999999999999
0.353,0.4132500000000001
0.402,0.435
0.435,0.4012499999999999
0.483,0.3844999999999999
0.52,0.3847499999999999
0.56,0.39075
0.603,0.3899999999999999
0.633,0.4115000000000002
0.683,0.44175
0.713,0.417
0.762,0.4202499999999999
0.801,0.3975000000000001
0.839,0.413
0.871,0.4330000000000001
0.938,0.4345000000000001
0.952,0.40825
1.006,0.4197499999999999
1.031,0.4505
1.075,0.4449999999999999
1.121,0.445
1.158,0.44475
1.206,0.44425
1.231,0.4217499999999999
1.273,0.46975
1.325,0.4665000000000001
1.354,0.4539999999999999
1.407,0.46625
1.432,0.4722499999999999
1.481,0.48575
1.537,0.51375
1.551,0.4755000000000001
1.608,0.5137500000000002
1.65,0.5002500000000001
1.673,0.5170000000000001
1.727,0.512
1.752,0.54125
1.798,0.4989999999999999
1.836,0.5305000000000001
1.874,0.5110000000000001
1.914,0.5235000000000002
1.956,0.5592499999999998
2.003,0.566
2.032,0.63975
2.074,0.5035
2.128,0.5125000000000001
2.153,0.5352500000000001
2.199,0.55725
2.248,0.5499999999999999
2.281,0.5395
2.325,0.54325
2.382,0.55525
2.393,0.5580000000000002
2.404,0.557
2.434,0.5710000000000001
2.479,0.5402500000000001
2.523,0.5365
2.56,0.54325
2.606,0.5550000000000002
2.642,0.54325
2.672,0.5339999999999999
2.727,0.5429999999999999
2.753,0.5282500000000001
2.802,0.54575
2.842,0.5599999999999999
2.875,0.55125
2.922,0.5287499999999999
2.97,0.5615
2.992,0.55625
3.045,0.5924999999999999
3.077,0.57275
3.121,0.559
3.159,0.55375
3.2,0.57275
3.247,0.5777499999999999
3.273,0.55325
3.319,0.5772500000000002
3.366,0.5650000000000001
3.39,0.5765000000000001
3.447,0.57975
3.475,0.5575
3.525,0.555
3.574,0.5740000000000001
3.597,0.57625
3.647,0.5795
3.694,0.58025
3.714,0.5435000000000002
3.763,0.5790000000000001
3.793,0.5700000000000001
3.843,0.5422500000000001
3.879,0.5647500000000001
3.921,0.5837499999999999
3.963,0.5582499999999999
3.996,0.5345000000000001
4.033,0.5597500000000001
4.076,0.5349999999999999
4.125,0.5567500000000001
4.163,0.583
4.197,0.53725
4.246,0.5567500000000002
