-0.4472318078680999,-0.4631928921969962,-0.4064535714829294,-0.3847218288571962,-0.3387032140448184,-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,2.0
-0.4631928921969962,-0.4064535714829294,-0.3847218288571962,-0.3387032140448184,-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,2.0
-0.4064535714829294,-0.3847218288571962,-0.3387032140448184,-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,2.0
-0.3847218288571962,-0.3387032140448184,-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,2.0
-0.3387032140448184,-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,2.0
-0.34247703502888915,-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,2.0
-0.31294166711702687,-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,2.0
-0.28851835587136343,-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,2.0
-0.2616036157446121,-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,2.0
-0.28309427860428593,-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,2.0
-0.3033601813157192,-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,2.0
-0.30120997339465017,-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,2.0
-0.2993847456564346,-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,2.0
-0.3339235113174769,-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,2.0
-0.3514206216930109,-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,2.0
-0.35916711202274965,-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,2.0
-0.29244048899294495,-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,2.0
-0.2460938303717939,-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,2.0
-0.18176422218195698,-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,-0.6902517761962941,2.0
-0.14806713024919882,-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,-0.6902517761962941,-0.7513831830722838,2.0
-0.14803582945707605,-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,-0.6902517761962941,-0.7513831830722838,-0.7468347460946554,0.0
-0.17318904648505729,-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,-0.6902517761962941,-0.7513831830722838,-0.7468347460946554,-0.7506634563462196,0.0
-0.22076178994312434,-0.3075473606341116,-0.37392098643571736,-0.48192932655287546,-0.5702932109269379,-0.6549331650498217,-0.6902517761962941,-0.7513831830722838,-0.7468347460946554,-0.7506634563462196,-0.5441326338162189,0.0
