0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,1.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.7450424929178461,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.7450424929178461,0.7409955483609882,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.7450424929178461,0.7409955483609882,0.7612302711452834,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.7450424929178461,0.7409955483609882,0.7612302711452834,0.7231889923108041,0.347227842978552,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866548042704639,1.0,1.0,0.9867494824016549,0.9627329192546579,0.9180124223602495,1.0,0.8947794415216501,0.6964791582355319,0.6851477134763249,0.7806556050182103,0.8696883852691206,0.7660866046135155,0.8292189397005243,0.938486442735734,0.8543099959530538,0.8510724403075662,0.652772157021448,0.6705787130716281,0.7749898826386077,0.8551193848644281,0.7450424929178461,0.7409955483609882,0.7612302711452834,0.7231889923108041,0.738567381626873,0.347227842978552,3.0
