-0.2893222506393843,-0.304347826086953,-0.3168158567774958,-0.32480818414322765,-0.33439897698209486,-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,0.07544757033248861,3.0
-0.304347826086953,-0.3168158567774958,-0.32480818414322765,-0.33439897698209486,-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,0.06042199488491995,3.0
-0.3168158567774958,-0.32480818414322765,-0.33439897698209486,-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,0.04795396419437714,3.0
-0.32480818414322765,-0.33439897698209486,-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,0.039961636828645286,3.0
-0.33439897698209486,-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,0.03228900255754508,3.0
-0.3436700767263441,-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,-0.3705242966751924,0.02685421994884829,3.0
-0.3513427109974442,-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,-0.3705242966751924,-0.37308184143222267,0.021739130434778486,3.0
-0.3577365728900269,-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,-0.3705242966751924,-0.37308184143222267,-0.36221227621483343,0.015345268542195756,3.0
-0.36157289002557924,-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,-0.3705242966751924,-0.37308184143222267,-0.36221227621483343,-0.3558184143222508,0.017263427109971863,3.0
-0.36476982097187294,-0.36476982097187294,-0.36476982097187294,-0.36189258312020633,-0.3634910485933509,-0.36668797953963994,-0.3705242966751924,-0.37308184143222267,-0.36221227621483343,-0.3558184143222508,-0.29891304347826064,0.07416879795396203,3.0
