0.0,624048
0.104,630126
0.187,631170
0.318,628354
0.391,620540
0.508,607990
0.6,592511
0.699,583339
0.817,574552
0.912,557460
1.031,553622
1.114,551744
1.199,545716
1.322,537420
1.42,532106
1.532,529299
1.634,522598
1.721,521021
1.83,523929
1.922,528757
2.039,533573
2.139,546358
2.234,565165
2.36,581541
2.439,612116
2.551,628750
2.642,643522
2.739,657694
2.852,672198
2.939,685213
3.082,697228
3.145,712052
3.247,706849
3.357,695780
3.462,682471
3.573,661028
3.675,640289
3.751,624340
3.878,610021
3.969,590432
4.085,583781
4.176,576347
4.27,568765
4.398,560942
4.468,552313
4.593,545720
4.681,541138
4.781,532977
4.899,529674
4.98,525184
5.12,520692
5.198,519549
5.281,518827
5.404,517846
5.492,518150
5.621,517644
5.71,515641
5.788,526238
5.905,548578
6.001,570176
6.116,589286
6.217,606156
6.317,635689
6.434,648480
6.512,662272
6.626,675115
6.722,685693
6.813,694538
6.932,702799
7.037,714808
7.151,718929
7.239,719066
7.322,711559
7.443,696340
7.531,682674
7.656,673117
7.752,662938
7.834,640397
7.952,629255
8.042,619165
8.162,609477
8.257,598108
8.347,587612
8.47,580134
8.565,572970
8.67,557476
8.761,550670
8.846,542283
8.982,535029
9.074,531561
9.196,528158
9.277,525358
9.36,521394
9.483,518494
9.574,512943
9.698,509257
9.799,509989
9.872,509645
9.991,510184
10.082,517451
10.2,545998
10.293,561945
10.391,578501
10.514,597875
10.591,615721
10.711,629888
10.801,643143
10.892,666318
11.017,675642
11.117,687059
11.231,697939
11.313,706309
11.397,712208
11.522,714532
11.62,708888
11.736,671830
11.836,654630
11.912,639228
12.036,625632
12.123,614262
12.241,603982
12.33,593446
12.425,585912
12.541,567536
12.631,557695
12.755,549687
12.842,543241
12.951,535973
13.051,531129
13.149,528861
13.28,524379
13.357,522666
13.442,522052
13.56,521984
13.657,518650
13.772,517036
13.876,519601
13.955,525647
14.075,563312
14.163,585080
14.281,604811
14.374,620495
14.472,635297
14.595,651312
14.671,666290
14.791,691741
14.881,702568
14.973,712066
15.098,719051
15.185,724766
15.32,726774
15.388,716267
15.479,697084
15.601,658488
15.706,640923
15.813,626368
15.916,615121
15.99,603994
16.105,592893
16.201,582051
16.321,572041
16.419,549123
16.509,541644
16.635,536388
16.71,531548
16.831,527389
16.921,524396
17.017,522638
17.132,515171
17.242,515406
17.351,515404
17.434,515436
17.517,515619
17.639,516415
17.738,518410
17.861,517082
17.959,539664
18.026,561614
18.158,581370
18.248,599980
18.359,617511
18.451,633628
18.56,648118
18.678,676430
18.746,688467
18.866,698330
18.957,706450
19.061,713467
19.178,717562
19.272,713819
19.393,698404
19.467,657088
19.561,639544
19.681,625545
19.777,612854
19.89,599443
19.994,588054
20.066,578023
20.193,567843
20.281,550059
20.396,543101
20.5,535358
20.6,530139
20.716,527234
20.793,524395
20.906,522242
21.005,520230
21.094,517596
21.218,514790
21.312,515578
21.429,516244
21.51,518333
21.605,524767
21.72,538420
21.818,573851
21.935,590988
22.023,608415
22.112,623549
22.234,637385
22.317,649481
22.442,660979
22.539,676289
22.634,682270
22.745,686709
22.83,689119
22.958,684053
23.047,665352
23.137,642573
23.253,621581
23.357,593337
23.477,583296
23.551,572460
23.639,561398
23.759,552166
23.852,542746
23.97,533682
24.061,529761
24.153,522976
24.264,520045
24.362,518000
24.481,517308
24.582,514778
24.674,511227
24.795,511665
24.872,513434
24.998,514412
25.082,515361
25.179,518328
25.291,523700
25.403,532822
25.517,551211
25.597,571840
25.68,605136
25.799,618252
25.891,630554
26.018,640877
26.11,649062
26.192,658104
26.313,667005
26.403,679912
26.527,683949
26.613,682508
26.726,667965
26.836,644746
26.913,625542
27.038,610955
27.12,598162
27.219,575050
27.34,563874
27.428,551081
27.551,541464
27.632,535257
27.727,529926
27.84,525315
27.941,521950
28.056,516079
28.154,512828
28.233,513426
28.358,513709
28.436,513939
28.563,515035
28.651,517574
28.751,529937
28.868,539375
28.965,555191
29.071,571439
29.163,586062
29.259,599560
29.378,611979
29.466,622889
29.595,641709
29.671,652627
29.767,660860
29.884,667474
29.973,672586
30.098,675378
30.198,674794
30.271,655272
30.386,636964
30.48,620810
30.597,606998
30.698,594795
30.793,584201
30.904,572029
30.99,560506
31.112,544381
31.201,537617
31.295,532076
31.424,528539
31.507,525570
31.627,520678
31.713,517874
31.802,517503
31.918,516446
32.011,516201
32.138,516750
32.235,517780
32.313,514351
32.426,512962
32.521,518073
32.644,553538
32.739,575890
32.83,595373
32.948,611290
33.025,623021
33.156,635160
33.242,647224
33.343,657560
33.451,675510
33.546,681129
33.675,684825
33.751,686816
33.845,687409
33.966,677169
34.061,658573
34.177,623542
34.274,609109
34.35,594746
34.472,582432
34.561,572631
34.68,561192
34.77,548096
34.867,538895
34.978,525398
35.077,520573
35.203,518765
35.281,517524
35.375,516546
35.502,515665
35.594,516197
35.716,514588
35.788,513079
35.878,514280
36.006,515032
36.099,517033
36.217,520983
36.319,528727
36.393,538417
36.511,574194
36.603,590633
36.722,604375
36.81,616900
36.901,628902
37.02,639683
37.113,649246
37.23,659399
37.329,678444
37.418,685027
37.537,688860
37.634,684175
37.754,664705
37.833,642192
37.926,624979
38.042,596603
38.135,584021
38.254,572552
38.339,561085
38.437,549411
38.555,541095
38.639,535642
38.764,531003
38.851,524037
38.956,522026
39.075,517779
39.158,515335
39.273,515952
39.363,515823
39.458,515785
39.578,515565
39.665,515927
39.793,512607
39.871,515832
39.971,529933
40.085,551450
40.176,571711
40.301,590262
40.398,620648
40.466,631324
40.596,644351
40.683,657333
40.803,668102
40.889,676522
40.989,682967
41.115,686803
41.193,691134
41.317,687998
41.401,676702
41.502,663419
41.618,649239
41.711,634390
41.844,617883
41.906,589877
42.008,577244
42.12,565501
42.219,555516
42.333,547015
42.431,537672
42.515,532009
42.636,528674
42.72,523131
42.837,521425
42.933,521002
43.032,518284
43.146,515331
43.235,516505
43.356,518481
43.438,522535
43.538,550808
43.651,568701
43.751,583911
43.871,598435
43.946,613848
44.047,629685
44.163,643857
44.26,666941
44.384,675538
44.478,682296
44.548,688534
44.666,692652
44.761,693176
44.884,684977
44.978,666637
45.073,629397
45.192,615481
45.267,605440
45.387,595531
45.487,585307
45.578,575561
45.701,565859
45.793,545752
45.905,539952
45.987,535313
46.08,531274
46.202,528209
46.299,526806
46.41,524012
46.499,519312
46.591,518132
46.711,518091
46.803,519912
46.921,522377
47.022,522793
47.116,517780
47.234,516523
47.31,520516
47.431,539485
47.52,561386
47.618,582808
47.739,600405
47.82,616819
47.95,633636
48.03,647938
48.123,668968
48.249,677262
48.331,682675
48.452,687663
48.553,688031
48.637,673634
48.757,653327
48.842,633919
48.962,598805
49.064,587608
49.156,577474
49.276,567140
49.352,558366
49.472,550286
49.564,541207
49.66,531220
49.775,527491
49.878,524557
50.0,522614
50.069,519832
50.166,515247
50.28,514378
50.372,514646
50.498,514958
50.59,515954
50.666,517024
50.794,515339
50.883,522780
51.002,540872
51.101,558942
51.187,574923
51.315,605075
51.393,617383
51.52,628528
51.601,642723
51.698,657689
51.821,670961
51.916,680875
52.019,692200
52.114,695513
52.199,696583
52.325,687113
52.415,672929
52.539,657693
52.628,640862
52.712,623946
52.829,598789
52.923,587731
53.039,576675
53.129,566628
53.233,556946
53.346,546525
53.43,539446
53.557,530624
53.64,527264
53.741,524858
53.863,522443
53.946,517948
54.072,516548
54.155,516352
54.244,515430
54.362,516515
54.457,518412
54.57,516565
54.675,516424
54.754,525572
54.876,540562
54.961,557629
55.08,573534
55.18,601882
55.261,611286
55.397,622535
55.474,634340
55.596,645060
55.682,654716
